split,status,size,percent
train,ambiguous,724,1.4689769914377309
train,unique,15280,31.002718824818405
train,unmatched,33282,67.52830418374386
val,ambiguous,12,0.3337969401947149
val,unique,1588,44.17246175243394
val,unmatched,1995,55.49374130737135
